ConceptName	QuestionName	Question	AnswerText	Correct
Rounding numbers to the nearest 10.	Q4	<p>87 rounded to the nearest ten is:</p>	<p>100</p>	
Rounding numbers to the nearest 10.	Q4	<p>87 rounded to the nearest ten is:</p>	<p>80</p>	
Rounding numbers to the nearest 10.	Q4	<p>87 rounded to the nearest ten is:</p>	<p>85</p>	
Rounding numbers to the nearest 10.	Q5	<p>58 rounded to the nearest ten is:</p>	<p>60</p>	yes
Rounding numbers to the nearest 10.	Q5	<p>58 rounded to the nearest ten is:</p>	<p>50</p>	
Rounding numbers to the nearest 10.	Q5	<p>58 rounded to the nearest ten is:</p>	<p>80</p>	
Rounding numbers to the nearest 10.	Q5	<p>58 rounded to the nearest ten is:</p>	<p>55</p>	
Rounding numbers to the nearest 10.	Q1	<p>15 rounded to the nearest ten is:</p>	<p>10</p>	
Rounding numbers to the nearest 10.	Q1	<p>15 rounded to the nearest ten is:</p>	<p>20</p>	yes
Rounding numbers to the nearest 10.	Q1	<p>15 rounded to the nearest ten is:</p>	<p>15</p>	
Rounding numbers to the nearest 10.	Q1	<p>15 rounded to the nearest ten is:</p>	<p>5</p>	
Rounding numbers to the nearest 10.	Q2	<p>28 rounded to the nearest ten is:</p>	<p>10</p>	
Rounding numbers to the nearest 10.	Q2	<p>28 rounded to the nearest ten is:</p>	<p>30</p>	yes
Rounding numbers to the nearest 10.	Q2	<p>28 rounded to the nearest ten is:</p>	<p>25</p>	
Rounding numbers to the nearest 10.	Q2	<p>28 rounded to the nearest ten is:</p>	<p>20</p>	
Rounding numbers to the nearest 10.	Q3	<p>56 rounded to the nearest ten is:</p>	<p>10</p>	
Rounding numbers to the nearest 10.	Q3	<p>56 rounded to the nearest ten is:</p>	<p>60</p>	yes
Rounding numbers to the nearest 10.	Q3	<p>56 rounded to the nearest ten is:</p>	<p>50</p>	
Rounding numbers to the nearest 10.	Q3	<p>56 rounded to the nearest ten is:</p>	<p>55</p>	
Rounding numbers to the nearest 10.	Q4	<p>88 rounded to the nearest ten is:</p>	<p>10</p>	
Rounding numbers to the nearest 10.	Q4	<p>88 rounded to the nearest ten is:</p>	<p>90</p>	yes
Rounding numbers to the nearest 10.	Q4	<p>88 rounded to the nearest ten is:</p>	<p>80</p>	
Rounding numbers to the nearest 10.	Q4	<p>88 rounded to the nearest ten is:</p>	<p>85</p>	
Rounding numbers to the nearest 10.	Q6	<p>25 rounded to the nearest ten is:</p>	<p>20</p>	
Rounding numbers to the nearest 10.	Q6	<p>25 rounded to the nearest ten is:</p>	<p>30</p>	yes
Rounding numbers to the nearest 10.	Q6	<p>25 rounded to the nearest ten is:</p>	<p>25</p>	
Rounding numbers to the nearest 10.	Q6	<p>25 rounded to the nearest ten is:</p>	<p>35</p>	
Rounding numbers to the nearest 10.	Q7	<p>55 rounded to the nearest ten is:</p>	<p>50</p>	
Rounding numbers to the nearest 10.	Q7	<p>55 rounded to the nearest ten is:</p>	<p>60</p>	yes
Rounding numbers to the nearest 10.	Q7	<p>55 rounded to the nearest ten is:</p>	<p>65</p>	
Rounding numbers to the nearest 10.	Q7	<p>55 rounded to the nearest ten is:</p>	<p>45</p>	
Rounding numbers to the nearest 100.	Q1	<p>133 rounded to the nearest hundred is:</p>	<p>150</p>	
Rounding numbers to the nearest 100.	Q1	<p>133 rounded to the nearest hundred is:</p>	<p>200</p>	
Rounding numbers to the nearest 100.	Q1	<p>133 rounded to the nearest hundred is:</p>	<p>130</p>	
Rounding numbers to the nearest 100.	Q1	<p>133 rounded to the nearest hundred is:</p>	<p>100</p>	yes
Rounding numbers to the nearest 100.	Q1	<p>167 rounded to the nearest hundred is:</p>	<p>100</p>	
Rounding numbers to the nearest 100.	Q1	<p>167 rounded to the nearest hundred is:</p>	<p>10</p>	
Rounding numbers to the nearest 100.	Q1	<p>167 rounded to the nearest hundred is:</p>	<p>200</p>	yes
Rounding numbers to the nearest 100.	Q1	<p>167 rounded to the nearest hundred is:</p>	<p>150</p>	
Rounding numbers to the nearest 100.	Q2	<p>551 rounded to the nearest hundred is:</p>	<p>100</p>	
Rounding numbers to the nearest 100.	Q2	<p>551 rounded to the nearest hundred is:</p>	<p>50</p>	
Rounding numbers to the nearest 100.	Q2	<p>551 rounded to the nearest hundred is:</p>	<p>600</p>	yes
Rounding numbers to the nearest 100.	Q2	<p>551 rounded to the nearest hundred is:</p>	<p>550</p>	
Rounding numbers to the nearest 100.	Q3	<p>871 rounded to the nearest hundred is:</p>	<p>100</p>	
Rounding numbers to the nearest 100.	Q3	<p>871 rounded to the nearest hundred is:</p>	<p>70</p>	
Rounding numbers to the nearest 100.	Q3	<p>871 rounded to the nearest hundred is:</p>	<p>900</p>	yes
Rounding numbers to the nearest 100.	Q3	<p>871 rounded to the nearest hundred is:</p>	<p>270</p>	
Rounding numbers to the nearest 100.	Q4	<p>497 rounded to the nearest hundred is:</p>	<p>100</p>	
Rounding numbers to the nearest 100.	Q4	<p>497 rounded to the nearest hundred is:</p>	<p>90</p>	
Rounding numbers to the nearest 100.	Q4	<p>497 rounded to the nearest hundred is:</p>	<p>500</p>	yes
Rounding numbers to the nearest 100.	Q4	<p>497 rounded to the nearest hundred is:</p>	<p>490</p>	
Rounding numbers to the nearest 100.	Q5	<p>268 rounded to the nearest hundred is:</p>	<p>100</p>	
Rounding numbers to the nearest 100.	Q5	<p>268 rounded to the nearest hundred is:</p>	<p>70</p>	
Rounding numbers to the nearest 100.	Q5	<p>268 rounded to the nearest hundred is:</p>	<p>300</p>	yes
Rounding numbers to the nearest 100.	Q5	<p>268 rounded to the nearest hundred is:</p>	<p>250</p>	
Rounding numbers to the nearest 100.	Q1	<p>355 rounded to the nearest hundred is:</p>	<p>300</p>	
Rounding numbers to the nearest 100.	Q1	<p>355 rounded to the nearest hundred is:</p>	<p>450</p>	
Rounding numbers to the nearest 100.	Q1	<p>355 rounded to the nearest hundred is:</p>	<p>400</p>	yes
Rounding numbers to the nearest 100.	Q1	<p>355 rounded to the nearest hundred is:</p>	<p>360</p>	
Rounding numbers to the nearest 100.	Q1	<p>What is 425 rounded to the nearest 100?</p>	<p>300</p>	
Rounding numbers to the nearest 100.	Q1	<p>What is 425 rounded to the nearest 100?</p>	<p>400</p>	yes
Rounding numbers to the nearest 100.	Q1	<p>What is 425 rounded to the nearest 100?</p>	<p>420</p>	
Rounding numbers to the nearest 100.	Q1	<p>What is 425 rounded to the nearest 100?</p>	<p>450</p>	
Rounding numbers to the nearest 100.	Q2	<p>What is 511 rounded to the nearest 100?</p>	<p>400</p>	
Rounding numbers to the nearest 100.	Q2	<p>What is 511 rounded to the nearest 100?</p>	<p>500</p>	yes
Rounding numbers to the nearest 100.	Q2	<p>What is 511 rounded to the nearest 100?</p>	<p>510</p>	
Rounding numbers to the nearest 100.	Q2	<p>What is 511 rounded to the nearest 100?</p>	<p>550</p>	
Rounding numbers to the nearest 100.	Q3	<p>What is 333 rounded to the nearest 100?</p>	<p>200</p>	
Rounding numbers to the nearest 100.	Q3	<p>What is 333 rounded to the nearest 100?</p>	<p>300</p>	yes
Rounding numbers to the nearest 100.	Q3	<p>What is 333 rounded to the nearest 100?</p>	<p>330</p>	
Rounding numbers to the nearest 100.	Q3	<p>What is 333 rounded to the nearest 100?</p>	<p>350</p>	
Rounding numbers to the nearest 100.	Q4	<p>What is 741 rounded to the nearest 100?</p>	<p>600</p>	
Rounding numbers to the nearest 100.	Q4	<p>What is 741 rounded to the nearest 100?</p>	<p>700</p>	yes
Rounding numbers to the nearest 100.	Q4	<p>What is 741 rounded to the nearest 100?</p>	<p>740</p>	
Rounding numbers to the nearest 100.	Q4	<p>What is 741 rounded to the nearest 100?</p>	<p>750</p>	
Rounding numbers to the nearest 100.	Q5	<p>What is 109 rounded to the nearest 100?</p>	<p>110</p>	
Rounding numbers to the nearest 100.	Q5	<p>What is 109 rounded to the nearest 100?</p>	<p>100</p>	yes
Rounding numbers to the nearest 100.	Q5	<p>What is 109 rounded to the nearest 100?</p>	<p>190</p>	
Rounding numbers to the nearest 100.	Q5	<p>What is 109 rounded to the nearest 100?</p>	<p>150</p>	
Rounding numbers to the nearest 10 and 100.	Q1	<p>13 rounded to the nearest ten is:</p>	<p>0</p>	
Rounding numbers to the nearest 10 and 100.	Q1	<p>13 rounded to the nearest ten is:</p>	<p>10</p>	yes
Rounding numbers to the nearest 10 and 100.	Q1	<p>13 rounded to the nearest ten is:</p>	<p>20</p>	
Rounding numbers to the nearest 10 and 100.	Q1	<p>13 rounded to the nearest ten is:</p>	<p>15</p>	
Rounding numbers to the nearest 10 and 100.	Q1	<p>17 rounded to the nearest ten is:</p>	<p>20</p>	yes
Rounding numbers to the nearest 10 and 100.	Q1	<p>17 rounded to the nearest ten is:</p>	<p>10</p>	
Rounding numbers to the nearest 10 and 100.	Q1	<p>17 rounded to the nearest ten is:</p>	<p>100</p>	
Rounding numbers to the nearest 10 and 100.	Q1	<p>17 rounded to the nearest ten is:</p>	<p>15</p>	
Rounding numbers to the nearest 10 and 100.	Q2	<p>28 rounded to the nearest ten is:</p>	<p>30</p>	yes
Rounding numbers to the nearest 10 and 100.	Q2	<p>28 rounded to the nearest ten is:</p>	<p>10</p>	
Rounding numbers to the nearest 10 and 100.	Q2	<p>28 rounded to the nearest ten is:</p>	<p>200</p>	
Rounding numbers to the nearest 10 and 100.	Q2	<p>28 rounded to the nearest ten is:</p>	<p>25</p>	
Rounding numbers to the nearest 10 and 100.	Q3	<p>19 rounded to the nearest ten is:</p>	<p>20</p>	yes
Rounding numbers to the nearest 10 and 100.	Q3	<p>19 rounded to the nearest ten is:</p>	<p>10</p>	
Rounding numbers to the nearest 10 and 100.	Q3	<p>19 rounded to the nearest ten is:</p>	<p>90</p>	
Rounding numbers to the nearest 10 and 100.	Q3	<p>19 rounded to the nearest ten is:</p>	<p>15</p>	
Rounding numbers to the nearest 10 and 100.	Q4	<p>87 rounded to the nearest ten is:</p>	<p>90</p>	yes
Rounding numbers to the nearest 10 and 100.	Q4	<p>87 rounded to the nearest ten is:</p>	<p>100</p>	
Rounding numbers to the nearest 10 and 100.	Q4	<p>87 rounded to the nearest ten is:</p>	<p>80</p>	
Rounding numbers to the nearest 10 and 100.	Q4	<p>87 rounded to the nearest ten is:</p>	<p>85</p>	
Rounding numbers to the nearest 10 and 100.	Q5	<p>58 rounded to the nearest ten is:</p>	<p>60</p>	yes
Rounding numbers to the nearest 10 and 100.	Q5	<p>58 rounded to the nearest ten is:</p>	<p>50</p>	
Rounding numbers to the nearest 10 and 100.	Q5	<p>58 rounded to the nearest ten is:</p>	<p>80</p>	
Rounding numbers to the nearest 10 and 100.	Q5	<p>58 rounded to the nearest ten is:</p>	<p>55</p>	
Rounding numbers to the nearest 10 and 100.	Q1	<p>15 rounded to the nearest ten is:</p>	<p>10</p>	
Rounding numbers to the nearest 10 and 100.	Q1	<p>15 rounded to the nearest ten is:</p>	<p>20</p>	yes
Rounding numbers to the nearest 10 and 100.	Q1	<p>15 rounded to the nearest ten is:</p>	<p>15</p>	
Rounding numbers to the nearest 10 and 100.	Q1	<p>15 rounded to the nearest ten is:</p>	<p>5</p>	
Rounding numbers to the nearest 10 and 100.	Q2	<p>28 rounded to the nearest ten is:</p>	<p>10</p>	
Rounding numbers to the nearest 10 and 100.	Q2	<p>28 rounded to the nearest ten is:</p>	<p>30</p>	yes
Rounding numbers to the nearest 10 and 100.	Q2	<p>28 rounded to the nearest ten is:</p>	<p>25</p>	
Rounding numbers to the nearest 10 and 100.	Q2	<p>28 rounded to the nearest ten is:</p>	<p>20</p>	
Rounding numbers to the nearest 10 and 100.	Q3	<p>56 rounded to the nearest ten is:</p>	<p>10</p>	
Rounding numbers to the nearest 10 and 100.	Q3	<p>56 rounded to the nearest ten is:</p>	<p>60</p>	yes
Rounding numbers to the nearest 10 and 100.	Q3	<p>56 rounded to the nearest ten is:</p>	<p>50</p>	
Rounding numbers to the nearest 10 and 100.	Q3	<p>56 rounded to the nearest ten is:</p>	<p>55</p>	
Rounding numbers to the nearest 10 and 100.	Q4	<p>88 rounded to the nearest ten is:</p>	<p>10</p>	
Rounding numbers to the nearest 10 and 100.	Q4	<p>88 rounded to the nearest ten is:</p>	<p>90</p>	yes
Rounding numbers to the nearest 10 and 100.	Q4	<p>88 rounded to the nearest ten is:</p>	<p>80</p>	
Rounding numbers to the nearest 10 and 100.	Q4	<p>88 rounded to the nearest ten is:</p>	<p>85</p>	
Rounding numbers to the nearest 10 and 100.	Q6	<p>25 rounded to the nearest ten is:</p>	<p>20</p>	
Rounding numbers to the nearest 10 and 100.	Q6	<p>25 rounded to the nearest ten is:</p>	<p>30</p>	yes
Rounding numbers to the nearest 10 and 100.	Q6	<p>25 rounded to the nearest ten is:</p>	<p>25</p>	
Rounding numbers to the nearest 10 and 100.	Q6	<p>25 rounded to the nearest ten is:</p>	<p>35</p>	
Rounding numbers to the nearest 10 and 100.	Q7	<p>55 rounded to the nearest ten is:</p>	<p>50</p>	
Rounding numbers to the nearest 10 and 100.	Q7	<p>55 rounded to the nearest ten is:</p>	<p>60</p>	yes
Rounding numbers to the nearest 10 and 100.	Q7	<p>55 rounded to the nearest ten is:</p>	<p>65</p>	
Rounding numbers to the nearest 10 and 100.	Q7	<p>55 rounded to the nearest ten is:</p>	<p>45</p>	
Rounding numbers to the nearest 10 and 100.	Q1	<p>133 rounded to the nearest hundred is:</p>	<p>150</p>	
Rounding numbers to the nearest 10 and 100.	Q1	<p>133 rounded to the nearest hundred is:</p>	<p>200</p>	
Rounding numbers to the nearest 10 and 100.	Q1	<p>133 rounded to the nearest hundred is:</p>	<p>130</p>	
Rounding numbers to the nearest 10 and 100.	Q1	<p>133 rounded to the nearest hundred is:</p>	<p>100</p>	yes
Rounding numbers to the nearest 10 and 100.	Q1	<p>167 rounded to the nearest hundred is:</p>	<p>100</p>	
Rounding numbers to the nearest 10 and 100.	Q1	<p>167 rounded to the nearest hundred is:</p>	<p>10</p>	
Rounding numbers to the nearest 10 and 100.	Q1	<p>167 rounded to the nearest hundred is:</p>	<p>200</p>	yes
Rounding numbers to the nearest 10 and 100.	Q1	<p>167 rounded to the nearest hundred is:</p>	<p>150</p>	
Rounding numbers to the nearest 10 and 100.	Q2	<p>551 rounded to the nearest hundred is:</p>	<p>100</p>	
Rounding numbers to the nearest 10 and 100.	Q2	<p>551 rounded to the nearest hundred is:</p>	<p>50</p>	
Rounding numbers to the nearest 10 and 100.	Q2	<p>551 rounded to the nearest hundred is:</p>	<p>600</p>	yes
Rounding numbers to the nearest 10 and 100.	Q2	<p>551 rounded to the nearest hundred is:</p>	<p>550</p>	
Rounding numbers to the nearest 10 and 100.	Q3	<p>871 rounded to the nearest hundred is:</p>	<p>100</p>	
Rounding numbers to the nearest 10 and 100.	Q3	<p>871 rounded to the nearest hundred is:</p>	<p>70</p>	
Rounding numbers to the nearest 10 and 100.	Q3	<p>871 rounded to the nearest hundred is:</p>	<p>900</p>	yes
Rounding numbers to the nearest 10 and 100.	Q3	<p>871 rounded to the nearest hundred is:</p>	<p>270</p>	
Rounding numbers to the nearest 10 and 100.	Q4	<p>497 rounded to the nearest hundred is:</p>	<p>100</p>	
Rounding numbers to the nearest 10 and 100.	Q4	<p>497 rounded to the nearest hundred is:</p>	<p>90</p>	
Rounding numbers to the nearest 10 and 100.	Q4	<p>497 rounded to the nearest hundred is:</p>	<p>500</p>	yes
Rounding numbers to the nearest 10 and 100.	Q4	<p>497 rounded to the nearest hundred is:</p>	<p>490</p>	
Rounding numbers to the nearest 10 and 100.	Q5	<p>268 rounded to the nearest hundred is:</p>	<p>100</p>	
Rounding numbers to the nearest 10 and 100.	Q5	<p>268 rounded to the nearest hundred is:</p>	<p>70</p>	
Rounding numbers to the nearest 10 and 100.	Q5	<p>268 rounded to the nearest hundred is:</p>	<p>300</p>	yes
Rounding numbers to the nearest 10 and 100.	Q5	<p>268 rounded to the nearest hundred is:</p>	<p>250</p>	
Rounding numbers to the nearest 10 and 100.	Q1	<p>355 rounded to the nearest hundred is:</p>	<p>300</p>	
Rounding numbers to the nearest 10 and 100.	Q1	<p>355 rounded to the nearest hundred is:</p>	<p>450</p>	
Rounding numbers to the nearest 10 and 100.	Q1	<p>355 rounded to the nearest hundred is:</p>	<p>400</p>	yes
Rounding numbers to the nearest 10 and 100.	Q1	<p>355 rounded to the nearest hundred is:</p>	<p>360</p>	
Rounding numbers to the nearest 10 and 100.	Q1	<p>What is 425 rounded to the nearest 100?</p>	<p>300</p>	
Rounding numbers to the nearest 10 and 100.	Q1	<p>What is 425 rounded to the nearest 100?</p>	<p>400</p>	yes
Rounding numbers to the nearest 10 and 100.	Q1	<p>What is 425 rounded to the nearest 100?</p>	<p>420</p>	
Rounding numbers to the nearest 10 and 100.	Q1	<p>What is 425 rounded to the nearest 100?</p>	<p>450</p>	
Rounding numbers to the nearest 10 and 100.	Q2	<p>What is 511 rounded to the nearest 100?</p>	<p>400</p>	
Rounding numbers to the nearest 10 and 100.	Q2	<p>What is 511 rounded to the nearest 100?</p>	<p>500</p>	yes
Rounding numbers to the nearest 10 and 100.	Q2	<p>What is 511 rounded to the nearest 100?</p>	<p>510</p>	
Rounding numbers to the nearest 10 and 100.	Q2	<p>What is 511 rounded to the nearest 100?</p>	<p>550</p>	
Rounding numbers to the nearest 10 and 100.	Q3	<p>What is 333 rounded to the nearest 100?</p>	<p>200</p>	
Rounding numbers to the nearest 10 and 100.	Q3	<p>What is 333 rounded to the nearest 100?</p>	<p>300</p>	yes
Rounding numbers to the nearest 10 and 100.	Q3	<p>What is 333 rounded to the nearest 100?</p>	<p>330</p>	
Rounding numbers to the nearest 10 and 100.	Q3	<p>What is 333 rounded to the nearest 100?</p>	<p>350</p>	
Rounding numbers to the nearest 10 and 100.	Q4	<p>What is 741 rounded to the nearest 100?</p>	<p>600</p>	
Rounding numbers to the nearest 10 and 100.	Q4	<p>What is 741 rounded to the nearest 100?</p>	<p>700</p>	yes
Rounding numbers to the nearest 10 and 100.	Q4	<p>What is 741 rounded to the nearest 100?</p>	<p>740</p>	
Rounding numbers to the nearest 10 and 100.	Q4	<p>What is 741 rounded to the nearest 100?</p>	<p>750</p>	
Rounding numbers to the nearest 10 and 100.	Q5	<p>What is 109 rounded to the nearest 100?</p>	<p>110</p>	
Rounding numbers to the nearest 10 and 100.	Q5	<p>What is 109 rounded to the nearest 100?</p>	<p>100</p>	yes
Rounding numbers to the nearest 10 and 100.	Q5	<p>What is 109 rounded to the nearest 100?</p>	<p>190</p>	
Rounding numbers to the nearest 10 and 100.	Q5	<p>What is 109 rounded to the nearest 100?</p>	<p>150</p>	
Rounding numbers to the nearest 10 and 100.	Q1	<p>Which of the following numbers has the same result when rounded to the nearest ten and nearest hundred?</p>	<p>67</p>	
Rounding numbers to the nearest 10 and 100.	Q1	<p>Which of the following numbers has the same result when rounded to the nearest ten and nearest hundred?</p>	<p>88</p>	
Rounding numbers to the nearest 10 and 100.	Q1	<p>Which of the following numbers has the same result when rounded to the nearest ten and nearest hundred?</p>	<p>182</p>	
Rounding numbers to the nearest 10 and 100.	Q1	<p>Which of the following numbers has the same result when rounded to the nearest ten and nearest hundred?</p>	<p>196</p>	yes
Recognize estimation and estimate sums using rounding.	Q1	<p>The result of estimating the sum of 21 + 32 by rounding each number to the nearest ten is:</p>	<p>70</p>	
Recognize estimation and estimate sums using rounding.	Q1	<p>The result of estimating the sum of 21 + 32 by rounding each number to the nearest ten is:</p>	<p>60</p>	
Recognize estimation and estimate sums using rounding.	Q1	<p>The result of estimating the sum of 21 + 32 by rounding each number to the nearest ten is:</p>	<p>40</p>	
Recognize estimation and estimate sums using rounding.	Q1	<p>The result of estimating the sum of 21 + 32 by rounding each number to the nearest ten is:</p>	<p>50</p>	yes
Recognize estimation and estimate sums using rounding.	Q1	<p>The result of estimating the sum of 29 + 36 by rounding each number to the nearest ten is:</p>	<p>70</p>	yes
Recognize estimation and estimate sums using rounding.	Q1	<p>The result of estimating the sum of 29 + 36 by rounding each number to the nearest ten is:</p>	<p>60</p>	
Recognize estimation and estimate sums using rounding.	Q1	<p>The result of estimating the sum of 29 + 36 by rounding each number to the nearest ten is:</p>	<p>50</p>	
Recognize estimation and estimate sums using rounding.	Q1	<p>The result of estimating the sum of 29 + 36 by rounding each number to the nearest ten is:</p>	<p>40</p>	
Recognize estimation and estimate sums using rounding.	Q1	<p>The result of estimating the sum of 28 + 33 by rounding each number to the nearest ten is:</p>	<p>70</p>	
Recognize estimation and estimate sums using rounding.	Q1	<p>The result of estimating the sum of 28 + 33 by rounding each number to the nearest ten is:</p>	<p>60</p>	yes
Recognize estimation and estimate sums using rounding.	Q1	<p>The result of estimating the sum of 28 + 33 by rounding each number to the nearest ten is:</p>	<p>50</p>	
Recognize estimation and estimate sums using rounding.	Q1	<p>The result of estimating the sum of 28 + 33 by rounding each number to the nearest ten is:</p>	<p>40</p>	
Recognize estimation and estimate sums using rounding.	Q1	<p>The most appropriate estimate of the result of 31 + 42 is:</p>	<p>70</p>	yes
Recognize estimation and estimate sums using rounding.	Q1	<p>The most appropriate estimate of the result of 31 + 42 is:</p>	<p>60</p>	
Recognize estimation and estimate sums using rounding.	Q1	<p>The most appropriate estimate of the result of 31 + 42 is:</p>	<p>40</p>	
Recognize estimation and estimate sums using rounding.	Q1	<p>The most appropriate estimate of the result of 31 + 42 is:</p>	<p>50</p>	
Recognize estimation and estimate sums using rounding.	Q2	<p>The most appropriate estimate of the result of 22 + 71 is:</p>	<p>90</p>	yes
Recognize estimation and estimate sums using rounding.	Q2	<p>The most appropriate estimate of the result of 22 + 71 is:</p>	<p>80</p>	
Recognize estimation and estimate sums using rounding.	Q2	<p>The most appropriate estimate of the result of 22 + 71 is:</p>	<p>70</p>	
Recognize estimation and estimate sums using rounding.	Q2	<p>The most appropriate estimate of the result of 22 + 71 is:</p>	<p>60</p>	
Recognize estimation and estimate sums using rounding.	Q3	<p>The most appropriate estimate of the result of 11 + 61 is:</p>	<p>70</p>	yes
Recognize estimation and estimate sums using rounding.	Q3	<p>The most appropriate estimate of the result of 11 + 61 is:</p>	<p>60</p>	
Recognize estimation and estimate sums using rounding.	Q3	<p>The most appropriate estimate of the result of 11 + 61 is:</p>	<p>80</p>	
Recognize estimation and estimate sums using rounding.	Q3	<p>The most appropriate estimate of the result of 11 + 61 is:</p>	<p>90</p>	
Recognize estimation and estimate sums using rounding.	Q4	<p>The most appropriate estimate of the result of 82 + 21 is:</p>	<p>100</p>	yes
Recognize estimation and estimate sums using rounding.	Q4	<p>The most appropriate estimate of the result of 82 + 21 is:</p>	<p>90</p>	
Recognize estimation and estimate sums using rounding.	Q4	<p>The most appropriate estimate of the result of 82 + 21 is:</p>	<p>80</p>	
Recognize estimation and estimate sums using rounding.	Q4	<p>The most appropriate estimate of the result of 82 + 21 is:</p>	<p>50</p>	
Recognize estimation and estimate sums using rounding.	Q5	<p>The most appropriate estimate of the result of 51 + 32 is:</p>	<p>80</p>	yes
Recognize estimation and estimate sums using rounding.	Q5	<p>The most appropriate estimate of the result of 51 + 32 is:</p>	<p>70</p>	
Recognize estimation and estimate sums using rounding.	Q5	<p>The most appropriate estimate of the result of 51 + 32 is:</p>	<p>30</p>	
Recognize estimation and estimate sums using rounding.	Q5	<p>The most appropriate estimate of the result of 51 + 32 is:</p>	<p>50</p>	
Recognize estimation and estimate sums using rounding.	Q1	<p>The most appropriate estimate of the result of 29 + 27 is:</p>	<p>70</p>	
Recognize estimation and estimate sums using rounding.	Q1	<p>The most appropriate estimate of the result of 29 + 27 is:</p>	<p>60</p>	yes
Recognize estimation and estimate sums using rounding.	Q1	<p>The most appropriate estimate of the result of 29 + 27 is:</p>	<p>40</p>	
Recognize estimation and estimate sums using rounding.	Q1	<p>The most appropriate estimate of the result of 29 + 27 is:</p>	<p>50</p>	
Recognize estimation and estimate sums using rounding.	Q2	<p>The most appropriate estimate of the result of 18 + 19 is:</p>	<p>30</p>	
Recognize estimation and estimate sums using rounding.	Q2	<p>The most appropriate estimate of the result of 18 + 19 is:</p>	<p>40</p>	yes
Recognize estimation and estimate sums using rounding.	Q2	<p>The most appropriate estimate of the result of 18 + 19 is:</p>	<p>20</p>	
Recognize estimation and estimate sums using rounding.	Q2	<p>The most appropriate estimate of the result of 18 + 19 is:</p>	<p>50</p>	
Recognize estimation and estimate sums using rounding.	Q3	<p>The most appropriate estimate of the result of 59 + 18 is:</p>	<p>70</p>	
Recognize estimation and estimate sums using rounding.	Q3	<p>The most appropriate estimate of the result of 59 + 18 is:</p>	<p>80</p>	yes
Recognize estimation and estimate sums using rounding.	Q3	<p>The most appropriate estimate of the result of 59 + 18 is:</p>	<p>60</p>	
Recognize estimation and estimate sums using rounding.	Q3	<p>The most appropriate estimate of the result of 59 + 18 is:</p>	<p>65</p>	
Recognize estimation and estimate sums using rounding.	Q4	<p>The most appropriate estimate of the result of 27 + 59 is:</p>	<p>70</p>	
Recognize estimation and estimate sums using rounding.	Q4	<p>The most appropriate estimate of the result of 27 + 59 is:</p>	<p>90</p>	yes
Recognize estimation and estimate sums using rounding.	Q4	<p>The most appropriate estimate of the result of 27 + 59 is:</p>	<p>80</p>	
Recognize estimation and estimate sums using rounding.	Q4	<p>The most appropriate estimate of the result of 27 + 59 is:</p>	<p>60</p>	
Recognize estimation and estimate sums using rounding.	Q5	<p>The most appropriate estimate of the result of 68 + 28 is:</p>	<p>80</p>	
Recognize estimation and estimate sums using rounding.	Q5	<p>The most appropriate estimate of the result of 68 + 28 is:</p>	<p>100</p>	yes
Recognize estimation and estimate sums using rounding.	Q5	<p>The most appropriate estimate of the result of 68 + 28 is:</p>	<p>90</p>	
Recognize estimation and estimate sums using rounding.	Q5	<p>The most appropriate estimate of the result of 68 + 28 is:</p>	<p>110</p>	
Solve word problems involving estimation of sums.	Q1	<p>At the amusement park 36 people rode the roller coaster in the 1st round, 53 people in the 2nd round and 45 people in the 3rd round. What is the most reasonable estimate for the number of people who rode the coaster?</p>	<p>140</p>	yes
Solve word problems involving estimation of sums.	Q1	<p>At the amusement park 36 people rode the roller coaster in the 1st round, 53 people in the 2nd round and 45 people in the 3rd round. What is the most reasonable estimate for the number of people who rode the coaster?</p>	<p>150</p>	
Solve word problems involving estimation of sums.	Q1	<p>At the amusement park 36 people rode the roller coaster in the 1st round, 53 people in the 2nd round and 45 people in the 3rd round. What is the most reasonable estimate for the number of people who rode the coaster?</p>	<p>120</p>	
Solve word problems involving estimation of sums.	Q1	<p>At the amusement park 36 people rode the roller coaster in the 1st round, 53 people in the 2nd round and 45 people in the 3rd round. What is the most reasonable estimate for the number of people who rode the coaster?</p>	<p>110</p>	
Solve word problems involving estimation of sums.	Q2	<p>At the amusement park 47 people rode the roller coaster in the 1st round, 32 people in the 2nd round and 53 people in the 3rd round. What is the most reasonable estimate for the number of people who rode the coaster?</p>	<p>150</p>	
Solve word problems involving estimation of sums.	Q2	<p>At the amusement park 47 people rode the roller coaster in the 1st round, 32 people in the 2nd round and 53 people in the 3rd round. What is the most reasonable estimate for the number of people who rode the coaster?</p>	<p>130</p>	yes
Solve word problems involving estimation of sums.	Q2	<p>At the amusement park 47 people rode the roller coaster in the 1st round, 32 people in the 2nd round and 53 people in the 3rd round. What is the most reasonable estimate for the number of people who rode the coaster?</p>	<p>120</p>	
Solve word problems involving estimation of sums.	Q2	<p>At the amusement park 47 people rode the roller coaster in the 1st round, 32 people in the 2nd round and 53 people in the 3rd round. What is the most reasonable estimate for the number of people who rode the coaster?</p>	<p>100</p>	
Solve word problems involving estimation of sums.	Q3	<p>At the amusement park 44 people rode the roller coaster in the 1st round, 58 people in the 2nd round and 61 people in the 3rd round. What is the most reasonable estimate for the number of people who rode the coaster?</p>	<p>160</p>	yes
